id,name,common_name,formula,odor_description,taste_profiles
61204,delta-Undecalactone,delta-Undecalactone,,peach@coconut@waxy@fatty@creamy@fruity,sweet
5362814,cis-4-Heptenal,cis-4-Heptenal,,cream@biscuit@milky@oily@fatty@creamy@dairy@green,
118855872,"Glycerides, palm-oil mono- and di-, hydrogenated, 3-oxooctanoates","Glycerides, palm-oil mono- and di-, hydrogenated, 3-oxooctanoates",,,
92043681,"Glycerides, palm-oil mono- and di-, hydrogenated, 3-oxododecanoates","Glycerides, palm-oil mono- and di-, hydrogenated, 3-oxododecanoates",,,
6736,3-Methylindole,3-Methylindole,,very strong@mothball@animal@fecal@indole@civet,
11363,"1-Phenyl-1,2-Propanedione","1-Phenyl-1,2-Propanedione",,buttery@pepper@honey@plastic,sweet
5144,safrole,safrole,,spice@warm@floral@sassafrass@sweet@woody@anise@spicy,sweet
8438,Piperonal,Piperonal,,coconut@heliotrope@powdery@sweet@vanilla@flower@violet@bitter,sweet;bitter
5352461,trans-2-Hexenyl butyrate,trans-2-Hexenyl butyrate,,apple@banana@fruity@orchid@grassy@green,sweet
5366352,Acetaldehyde ethyl cis-3-hexenyl acetal,Acetaldehyde ethyl cis-3-hexenyl acetal,,,
5352463,2-Hexenyl propanoate,2-Hexenyl propanoate,,apple@pear@fruity@green,sweet
5365049,cis-3-Hexenyl propionate,cis-3-Hexenyl propionate,,leafy@apple@fresh@waxy@fruity@pear@green,sweet
11168,Methyl Thiocyanate,Methyl Thiocyanate,,sulfur,
9016,"1,4-Dimethoxybenzene","1,4-Dimethoxybenzene",,sweet@fennel@bitter@green@new mown hay,sweet;bitter
12405,Docosane,Docosane,,alkane@waxy,
12398,Heptadecane,Heptadecane,,alkane,
6432254,Linalool A oxide,Linalool A oxide,,floral@flower,
8222,Eicosane,Eicosane,,alkane@waxy,
5541,triacetin,triacetin,,tropical@mild@bitter@fruity@clean,sweet;bitter
12534,Tricosane,Tricosane,,alkane@waxy,
12403,Heneicosane,Heneicosane,,alkane@waxy,
6428573,CHEBI:88903,CHEBI:88903,,floral@earthy@sweet@woody@flower,sweet
61184,Isopropyl butyrate,Isopropyl butyrate,,pineapple@ether@ripe@fruit@sweet@pungent@fruity@estery,sweet
12388,Tridecane,Tridecane,,alkane,
196,adipic acid,adipic acid,,odorless,
2346,benzyl isothiocyanate,benzyl isothiocyanate,,watercress@mild@oily@horseradish@dusty@medicinal,
12391,Pentadecane,Pentadecane,,alkane@waxy,
446925,Lycopene,Lycopene,,oriental@balsam,
8698,Butyl Benzoate,Butyl Benzoate,,balsamic@amber@mild@fruity@balsam,sweet
11006,Hexadecane,Hexadecane,,alkane,
7237,O-Xylene,O-Xylene,,geranium,
11635,Octadecane,Octadecane,,alkane,
8182,Dodecane,Dodecane,,alkane,
6433750,"(5E)-3,5-dimethylocta-1,5,7-trien-3-ol","(5E)-3,5-dimethylocta-1,5,7-trien-3-ol",,fennel@sweet@ginger@tropical@myrcene@hyacinth@ocimene,sweet
5634,10-Undecenoic Acid,10-Undecenoic Acid,,sweet@woody,sweet
6558,Isobutylamine,Isobutylamine,,cheesy@fishy,
5363817,alpha-Ionol,alpha-Ionol,,ionone@floral@sweet@woody@tropical@violet,sweet
6428458,Methyl cis-cinnamate,Methyl cis-cinnamate,,strawberry@sweet@balsam@cherry@cinnamon,sweet
5281617,Genkwanin,Genkwanin,,bitter,bitter
14104,Thymol methyl ether,Thymol methyl ether,,smoky@woody@burnt,
86597,alpha-Bisabolene,alpha-Bisabolene,,spicy@balsamic,
7966,Cyclohexanol,Cyclohexanol,,phenol@menthol@camphor,
641294,4-Methoxycinnamaldehyde,4-Methoxycinnamaldehyde,,vanilla@floral@sweet@cherry@spicy@cinnamon,sweet
94164,Santalene,Santalene,,woody,
15094,"7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene","7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",,spice@herbal@woody@wood@herb,
10534,"Bicyclo[2.2.1]heptane, 2-methyl-3-methylene-2-(4-methyl-3-pentenyl)-, (1S-exo)-","Bicyclo[2.2.1]heptane, 2-methyl-3-methylene-2-(4-methyl-3-pentenyl)-, (1S-exo)-",,woody,
641298,2-Methoxycinnamaldehyde,2-Methoxycinnamaldehyde,,oily@paper@sweet@woody@cassia@cinnamon,sweet
519361,"(5xi,7xi,10xi)-eudesma-4(14),11-diene","(5xi,7xi,10xi)-eudesma-4(14),11-diene",,herbal@herb,
443158,(-)-Linalool,(-)-Linalool,,fresh@floral@woody@natural@lavender@deep,
1201521,D-Fenchone,D-Fenchone,,,
1549040,cis-Anethole,cis-Anethole,,anise,
6428986,trans-.alpha.-bergaptene,trans-.alpha.-bergaptene,,wood@tea@woody@warm,
86609,.alpha.-Cubebene,.alpha.-Cubebene,,wax@herbal@waxy@herb,
10975,Myrcenol,Myrcenol,,floral@citrus@lavender@fresh,sour
12306048,alpha-Cadinene,alpha-Cadinene,,woody@dry,
6431015,Cedr-8-ene,Cedr-8-ene,,sweet@woody@fresh@cedar,sweet
403919,CHEBI:49249,CHEBI:49249,,balsamic,
160799,Cedrelanol,Cedrelanol,,earthy@odorless@balsam,
15560285,(+)-gamma-Gurjunene,(+)-gamma-Gurjunene,,musty,
7643,Methyl 3-phenylpropionate,Methyl 3-phenylpropionate,,wine@floral@fruity@honey@balsam,sweet
1549045,cis-Methylisoeugenol,cis-Methylisoeugenol,,bitter@clove@spicy@mild,bitter
3879,lanatoside C,lanatoside C,,fatty@metallic,
91457,beta-Eudesmol,beta-Eudesmol,,wood@green,
521380,"Naphthalene, 1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-","Naphthalene, 1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-",,woody@green,
261491,alpha-Thujone,alpha-Thujone,,cedarleaf@bitter,bitter
637563,trans-Anethole,trans-Anethole,,licorice@sweet@anise@balsam@mimosa,sweet
7967,Cyclohexanone,Cyclohexanone,,minty@acetone,
107152,"Azulene, 1,2,3,4,5,6,7,8-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, (1S,4S,7R)-","Azulene, 1,2,3,4,5,6,7,8-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, (1S,4S,7R)-",,peppery@balsamic@sweet@woody@balsam@wood,sweet
7478,4-Methoxybenzoic Acid,4-Methoxybenzoic Acid,,putrid@sweet@faint@cadaverous,sweet
5352437,(E)-gamma-Bisabolene,(E)-gamma-Bisabolene,,citrus@myrrh@opoponax@balsam@spicy,sour
61135,2-methylpropyl but-2-enoate,2-methylpropyl but-2-enoate,,,
442343,Levomenol,Levomenol,,coconut@nutty@fruity@herb,sweet
5364789,Butyl angelate,Butyl angelate,,rose@wine@fruity@spicy,sweet
5366155,Isoamyl angelate,Isoamyl angelate,,floral@chamomile@fruity,sweet
1491,"2,4-dihydroxybenzoic acid","2,4-dihydroxybenzoic acid",,phenolic@mild,
10748,7-Methoxycoumarin,7-Methoxycoumarin,,balsam@sweet@balsamic@tonka,sweet
125468,Tiglic Acid,Tiglic Acid,,caramel@sweet@woody@spicy@dry,sweet
5367807,Angelic Acid Isobutyl Ester,Angelic Acid Isobutyl Ester,,cooling@herbal@caraway@woody@sweet@celery@spicy@green,sweet
66654,Xanthoxylin,Xanthoxylin,,camphor@borneol,
14778,Calcium Oxide,Calcium Oxide,,odorless,
5365891,2-Octen-4-one,2-Octen-4-one,,,
6430188,(Z)-8-Tetradecenal,(Z)-8-Tetradecenal,,,
61780,Perillyl acetate,Perillyl acetate,,herbal@spicy,
27892,1-Octen-3-yl butyrate,1-Octen-3-yl butyrate,,butter@animal@fishy@fruity@mushroom,sweet;umami
61098,Linalyl propionate,Linalyl propionate,,rose@fresh@woody@lily@rum@bergamot,
7792,"3,7-Dimethyl-1-octanol","3,7-Dimethyl-1-octanol",,waxy@citrus@aldehydic@musty@green@soapy@bitter@leathery,sour;bitter
176,acetic acid,acetic acid,,sour@pungent@sharp@vinegar,sour
3033866,Bisabolene,Bisabolene,,,
5365982,Neryl propionate,Neryl propionate,,berry@jammy@rose@fresh@waxy@floral@bitter@fruity@tropical@green,sweet;bitter
1268142,Nootkatone,Nootkatone,,"grapefruit odor@grapefruit, citrus, orange, sweet peely with a woody nuance@powerful, sweet, citrus odor",sweet;sour
8405,Isoquinoline,Isoquinoline,,herbal@benzaldehyde@sweet@anise@balsam,sweet
11335,"2,6-Dimethylphenol","2,6-Dimethylphenol",,rooty@coffee@sweet@medicinal@phenolic,sweet;bitter
524975,"2,6-Dimethoxy-4-propylphenol","2,6-Dimethoxy-4-propylphenol",,phenolic,
12578,4'-Isopropylacetophenone,4'-Isopropylacetophenone,,woody@herbal@spicy,
7267,"2,5-Dimethylphenol","2,5-Dimethylphenol",,bacon@sweet@naphthyl@phenolic@smoke,sweet
7702,4-Propylanisole,4-Propylanisole,,licorice@fennel@sassafrass@sweet@anise,sweet
240925,"2,6-Dimethoxy-4-methylphenol","2,6-Dimethoxy-4-methylphenol",,caramel@spice@woody@root@phenolic@eugenol@medicinal@smoke,sweet
7249,"3,4-Dimethylphenol","3,4-Dimethylphenol",,flat@dry,
6943,2-Isopropylphenol,2-Isopropylphenol,,phenolic@medicinal@creosote,
7147,1-Phenyl-1-propanol,1-Phenyl-1-propanol,,floral@sweet@balsam,sweet
6354,Oxirane,Oxirane,,sweet@reminiscent of bruised apples@... ether-like odor,sweet
61200,2-Hydroxy-4-methylbenzaldehyde,2-Hydroxy-4-methylbenzaldehyde,,almond@bitter@phenolic,bitter
61166,Furfuryl propionate,Furfuryl propionate,,banana@oily@coffee@sweet@fruity@spicy@green,sweet;bitter
3591866,Oxacycloheptadec-7-en-2-one,Oxacycloheptadec-7-en-2-one,,,
62089,4-Methyloctanoic acid,4-Methyloctanoic acid,,waxy@fatty@musty@creamy@dairy@mossy@milk@plastic,
14475,2-Methylheptanoic Acid,2-Methylheptanoic Acid,,butter@sweaty@waxy@green@milk@cheese,umami
61715,3-Isobutylpyridine,3-Isobutylpyridine,,strong@aromatic,
77837,"2,5-Dimethylthiazole","2,5-Dimethylthiazole",,nutty@roasted,
342,m-cresol,m-cresol,,medical@leather@woody@fecal@phenolic@medicinal@plastic,
5054,resorcinol,resorcinol,,musty@creamy@hawthorn@nutty@phenolic,
876,Dl-Methionine,Dl-Methionine,,acidic@sulfurous@mild,sour
24261,Silica,Silica,,odorless,
219794,5-Hydroxyoctan-4-one,5-Hydroxyoctan-4-one,,nut@buttery@sweet@pungent,sweet
14489,Prenyl acetate,Prenyl acetate,,jasmin@banana@fresh@ripe@heliotrope@sweet@fruity@balsam@lavender,sweet
637796,Isosafrole,Isosafrole,,fragrant@anise odor,
17000,"2,2,6-Trimethylcyclohexanone","2,2,6-Trimethylcyclohexanone",,pungent@honey@cistus@labdanum@thujone,sweet
27209,"4,4,7a-Trimethyl-5,6,7,7a-tetrahydrobenzofuran-2(4H)-one","4,4,7a-Trimethyl-5,6,7,7a-tetrahydrobenzofuran-2(4H)-one",,red fruit@coumarin@woody@musk@ripe apricot,
101750,p-Camphorene,p-Camphorene,,solvent@low@diterpene,
20745,6-Methylhept-5-en-2-ol,6-Methylhept-5-en-2-ol,,oily@coriander@sweet@green,sweet
61435,Linalyl octanoate,Linalyl octanoate,,herbal@dry@sweet@fruity@natural@green,sweet
57346909,"4H-Pyrrolo[2,1-d]-1,3,5-dithiazine,tetrahydro-2,4-dimethyl-, [2S-(2a,4a,8ab)]- (9CI)","4H-Pyrrolo[2,1-d]-1,3,5-dithiazine,tetrahydro-2,4-dimethyl-, [2S-(2a,4a,8ab)]- (9CI)",,,
5362830,Geranyl isovalerate,Geranyl isovalerate,,bitter,bitter
556998,"p-Menthane-3,8-diol","p-Menthane-3,8-diol",,minty@eucalyptus@herbal,
578423,alpha-Terpinyl butyrate,alpha-Terpinyl butyrate,,sour@fruity@balsam@rosemary,sweet;sour
10873,(Ethoxymethyl)benzene,(Ethoxymethyl)benzene,,pineapple@powerful@fruity,sweet
31231,4-Methoxyphenylacetone,4-Methoxyphenylacetone,,anisic@sweet@fruity@balsam@spicy,sweet
10231,Dillapiole,Dillapiole,,wood@spice,
14525,Fenchone,Fenchone,,earthy@cedarleaf@camphor@thuja@herbal@woody@bitter,bitter
4276,Myristicin,Myristicin,,balsamic@spice@warm@woody@balsam,
10659,Apiole,Apiole,,parsley@faint,
443160,(+)-alpha-phellandrene,(+)-alpha-phellandrene,,dill,
440917,D-Limonene,D-Limonene,,mint@lemon@citrus@orange@fresh@sweet,sweet;sour
5367682,cis-3-Hexenyl pentanoate,cis-3-Hexenyl pentanoate,,kiwi@apple@unripe banana@fruity@tropical@pear@green,sweet
5352481,"5,6-Epoxy-beta-ionone","5,6-Epoxy-beta-ionone",,berry@powdery@fruit@sweet@woody@fruity@wood@orris@violet,sweet
42011,"3,6-Nonadien-1-ol","3,6-Nonadien-1-ol",,,
1711944,UNII-3KCT4WMT7E,UNII-3KCT4WMT7E,,ether@flower,
6434541,"(Z,z)-3,6-nonadien-1-ol","(Z,z)-3,6-nonadien-1-ol",,honeydew@green@waxy@oily@sweet@melon@cucumber,sweet
5353545,MLS002702988,MLS002702988,,bitter,bitter
529253,Acetoyl butyrate,Acetoyl butyrate,,butter@berry@acetic@dried berry@creamy@fruity@cheese,sweet;umami
31226,3-Phenylpropyl acetate,3-Phenylpropyl acetate,,spicy@sweet@balsam@storax@cinnamon@bitter,sweet;bitter
5282110,Cinnamyl acetate,Cinnamyl acetate,,,
5353547,Cucurbitacine E,Cucurbitacine E,,bitter,bitter
7728,5-Ethyl-2-methylpyridine,5-Ethyl-2-methylpyridine,,raw@roasted@potato@earthy@strong@nutty,
5365992,Geranyl caproate,Geranyl caproate,,,
642793,UNII-847O2V0IOA,UNII-847O2V0IOA,,,
544628,"5,6-dimethyloxan-2-one","5,6-dimethyloxan-2-one",,minty@fruity,sweet
1182,DL-Valine,DL-Valine,,odorless,
16217806,Vitamin U,Vitamin U,,potato@tomato@sulfury@malty@green,
107689,L-Lactic acid,L-Lactic acid,,acidic@odorless,sour
6436627,Ocimen quintoxide,Ocimen quintoxide,,citrus@herbal@sweet@woody@celery@minty@spicy@green,sweet;sour
6370843,"(1Z,4Z)-germacrene B","(1Z,4Z)-germacrene B",,spice@earthy@woody@earth@wood@spicy,
85704,Naringen,Naringen,,bland,
442428,naringin,naringin,,bitter,bitter
14257,Undecane,Undecane,,alkane,
20797,4674-50-4,4674-50-4,,grapefruit peel@citrus@gardenia@woody@grapefruit,sour
5354882,Neryl formate,Neryl formate,,rose@herbal@fruity@geranium@tea@green,sweet
8141,Nonane,Nonane,,alkane@gasoline,
521334,gamma-Selinene,gamma-Selinene,,wood@woody,
142266,Benzyl 3-oxobutanoate,Benzyl 3-oxobutanoate,,benzyl acetate@floral@sweet@fruity@benzyl propionate,sweet
30771,2-Cyclohexylethyl acetate,2-Cyclohexylethyl acetate,,mint@rose@green@plant@raspberry@plastic,
12580,4-Propylphenol,4-Propylphenol,,medicinal@phenolic,
5282708,trans-3-Hexenoic acid,trans-3-Hexenoic acid,,,
5364919,cis-2-Penten-1-ol,cis-2-Penten-1-ol,,rubber@ethereal@green@fruity@plastic,sweet
311,citric acid,citric acid,,odorless,
17697,Pentadecanal,Pentadecanal,,waxy@fresh,
235284,MLS002607979,MLS002607979,,bitter,bitter
326240,Nomilin,Nomilin,,bitter,bitter
288227,Valencen,Valencen,,oil@citrus@orange@asprin@grapefruit@fresh@oily@dry@sweet@woody@green,sweet;sour
5281534,Alpha-Sinensal,Alpha-Sinensal,,mandarin@citrus@orange,sour
86753,p-Menth-1-en-9-ol,p-Menth-1-en-9-ol,,fruit@herbal@fruity@herb,sweet
72344,Nobiletin,Nobiletin,,bitter,bitter
62328,Terpinyl propionate,Terpinyl propionate,,citrus@geranium@tropical@old wood@green@herbal@bitter,sour;bitter
61781,Limonen-10-yl acetate,Limonen-10-yl acetate,,minty@sweet@fruity@mild,sweet
6430738,"cis-limonene 1,2 oxide","cis-limonene 1,2 oxide",,citrus@fresh,sour
5352162,Neryl butyrate,Neryl butyrate,,apple@orange@rose@waxy@oily@fatty@fruit@sweet@fruity@tropical@leaf@raspberry@green,sweet
10856614,Alpha-Selinene,Alpha-Selinene,,amber,
6428089,Methyl dl-jasmonate,Methyl dl-jasmonate,,jasmine,
449290,(+)-trans-Limonene oxide,(+)-trans-Limonene oxide,,green,
5282109,Geranyl formate,Geranyl formate,,neroli@tea@green@rose@fresh@bitter,bitter
11176,Propyl Isovalerate,Propyl Isovalerate,,sweet@bitter@apple@fruity,sweet;bitter
7707,3-Phenylpropanal,3-Phenylpropanal,,chocolate@cortex@clove@foliage@strawberry@fresh@green@honey@balsam@leaf@hyacinth@storax@cinnamon,sweet
61202,1-Phenyl-2-pentanol,1-Phenyl-2-pentanol,,earthy@sweet@green@mild,sweet
16832,Isopropyl Hexanoate,Isopropyl Hexanoate,,berry@pineapple@fresh@logenberry@fruity,sweet
517827,103-95-7,103-95-7,,cyclamen@fresh@floral@musty@rhubarb@green,
5373729,beta-Ionol,beta-Ionol,,herbal@floral@sweet@woody@tropical@balsam@violet,sweet
21648,4-(4-Hydroxyphenyl)-2-butanone,4-(4-Hydroxyphenyl)-2-butanone,,berry@jam@ripe@floral@sweet@raspberry,sweet
35821,Dihydro-alpha-ionone,Dihydro-alpha-ionone,,,
92794,Prunin,Prunin,,bitter,bitter
7360,Tetrahydrofurfuryl Alcohol,Tetrahydrofurfuryl Alcohol,,caramel@warm@cauliflower@vegetable@oily@faint,sweet
5355856,Geranyl butyrate,Geranyl butyrate,,,
12344,5-Methylhexanoic Acid,5-Methylhexanoic Acid,,fatty@oily@fruity@cheese,sweet;umami
85730,14400-67-0,14400-67-0,,caramel@ester@fruity,sweet
31211,Vanillylacetone,Vanillylacetone,,vanilla@clove@animal@sweet@ginger@woody@spicy@phenolic,sweet
61361,Butylphthalide,Butylphthalide,,herbal@celery,
173843,Sedanenolide,Sedanenolide,,herbal,
586292,Dill ether,Dill ether,,dill,
7657,Benzyl ether,Benzyl ether,,chocolate@rose@earthy@mushroom@sweet@fruity@cherry@almond@plastic,sweet;umami
5018391,Sedanolide,Sedanolide,,herbal,
10248,Elemicin,Elemicin,,flower@spice,
16724,d-Carvone,d-Carvone,,caraway@bread@spice,
176983,"p-Mentha-1,3,8-triene","p-Mentha-1,3,8-triene",,woody@herbal@turpentine@camphor,
638024,piperine,piperine,,pepper@animal,
444972,fumaric acid,fumaric acid,,sour@odorless,sour
5362792,cis-6-Nonen-1-ol,cis-6-Nonen-1-ol,,honeydew@cantaloupe@waxy@fresh@cucumber@melon@clean@green,sweet
5365004,trans-2-Undecen-1-ol,trans-2-Undecen-1-ol,,floral@rose@waxy,
12779,Benzyl methyl disulfide,Benzyl methyl disulfide,,cabbage@sulfurous@vegetable@metallic@green,
60998,Isobutyl phenylacetate,Isobutyl phenylacetate,,chocolate@amber@floral@sweet@honey,sweet
529056,101517-87-7,101517-87-7,,cocoa@roasted@peanut,
49,3-Methyl-2-oxobutanoic acid,3-Methyl-2-oxobutanoic acid,,fruity,sweet
5362661,2-Isopropyl-5-methyl-2-hexenal,2-Isopropyl-5-methyl-2-hexenal,,,
228548,"4,4-Dimethoxy-2-butanone","4,4-Dimethoxy-2-butanone",,alcoholic@ethereal@bitter@musty@nutty,bitter
84234,Methyl phenyl disulfide,Methyl phenyl disulfide,,turnup@pungent@radish,
5429,theobromine,theobromine,,bitter,bitter
578817,"3,5-Dimethyl-2-isobutylpyrazine","3,5-Dimethyl-2-isobutylpyrazine",,hazelnut@earthy@cocoa@musty,
61155,2-Methoxyphenyl acetate,2-Methoxyphenyl acetate,,powdery@spice@smoky@clove@walnut@sweet@woody@dry,sweet
7531,2-Methyl-1-phenyl-2-propanol,2-Methyl-1-phenyl-2-propanol,,rhubarb@rose@green@cortex@clean@floral@bitter@oily,bitter
964,3-Hydroxypyruvic acid,3-Hydroxypyruvic acid,,sour@cabbage@radish,sour
60995,"(2,2-Dimethoxyethyl)benzene","(2,2-Dimethoxyethyl)benzene",,hyacinth@mushroom@earthy@green@rosy@foliage@floral@bitter,bitter;umami
61700,2-Isopropyl-5-methylpyrazine,2-Isopropyl-5-methylpyrazine,,sweat@earthy@coffee@nutty@green,bitter
61918,2-Acetyl-3-ethylpyrazine,2-Acetyl-3-ethylpyrazine,,potato@tomato@oily@earthy@nutty@popcorn@corn@chip,
19188,Phenoxyacetic Acid,Phenoxyacetic Acid,,sour@sweet,sweet;sour
5319765,Methyl propyl trisulfide,Methyl propyl trisulfide,,sulfurous@garlic@onion@metallic@green,
440967,(-)-beta-Pinene,(-)-beta-Pinene,,resinous@fresh@green@hay@woody@pine@dry,
11038,Pinocamphone,Pinocamphone,,,
92780,Crypton,Crypton,,spice@herbal@caraway@woody@cumin,
5356544,Peruviol,Peruviol,,wax@floral@mild,
21159022,CID 21159022,CID 21159022,,wood@woody@green,
62341,1-Phenylethyl acetate,1-Phenylethyl acetate,,bitter@rhubarb@gardenia@musty@floral@green@sweet@herbal@leafy@fruity,sweet;bitter
5363231,7-Methyloct-3-en-2-one,7-Methyloct-3-en-2-one,,floral@fruity,sweet
249494,"3,7-Dimethyloctane-1,7-diol","3,7-Dimethyloctane-1,7-diol",,mild@peony@floral@lily@clean@green,
107166,3738-00-9,3738-00-9,,ambergris@old paper@sweet@labdanum@dry,sweet
929262,Sclareolide,Sclareolide,,,
5362572,67860-38-2,67860-38-2,,burnt@meaty,umami
21828,"2-Methyl-1,3-dithiolane","2-Methyl-1,3-dithiolane",,sulfur@sulfurous@smoky@vegetable@savory@alliaceous,umami
520144,1-Mercapto-2-propanone,1-Mercapto-2-propanone,,,
5315594,AC1NST8Q,AC1NST8Q,,herbal@herb,
75427,(R)-(+)-Citronellal,(R)-(+)-Citronellal,,citrus@herbal@fresh,sour
62913,"2,5-Diethyltetrahydrofuran","2,5-Diethyltetrahydrofuran",,caramel@sweet@herbal,sweet
61290,Methyl citronellate,Methyl citronellate,,apple@brandy@waxy@floral@sweet@fruity@geranium,sweet
3084331,T-Muurolol,T-Muurolol,,spicy@herbal@weak spice@herb,
7136,Acetyleugenol,Acetyleugenol,,carnation@spice@clove@malt@fresh@floral@woody@sweet,sweet
66751,Octyl benzoate,Octyl benzoate,,fruity@balsam,sweet
7520,Thioanisole,Thioanisole,,solvent@toluene@woody@spicy,
6430892,"1-Butanol, 3-mercapto-2-methyl-","1-Butanol, 3-mercapto-2-methyl-",,,
62539,"3,4-Hexanedione","3,4-Hexanedione",,caramel@toasted@buttery@nutty@almond,sweet
61988,2-Acetyl-1-ethylpyrrole,2-Acetyl-1-ethylpyrrole,,nutty,
61661,2-(Methoxymethyl)furan,2-(Methoxymethyl)furan,,coffee@roasted,bitter
104620,"4,5-Dimethyl-2-propyloxazole","4,5-Dimethyl-2-propyloxazole",,burnt@roasted,
62069,"2-Ethyl-4,5-dimethyloxazole","2-Ethyl-4,5-dimethyloxazole",,vegetable@earthy@creamy@green,
61199,698-10-2,698-10-2,,caramel@spice@sweet@fruity@maple,sweet
3017596,"2,5-Dimethyl-4-ethoxy-3(2H)-furanone","2,5-Dimethyl-4-ethoxy-3(2H)-furanone",,caramellic@brandy@fruity,sweet
1549521,3-(2-Furyl)acrolein,3-(2-Furyl)acrolein,,,
3321360,"3-Methylcyclohexane-1,2-dione","3-Methylcyclohexane-1,2-dione",,,
17016,"2,3,6-Trimethylphenol","2,3,6-Trimethylphenol",,,
61527,"3-Acetyl-2,5-dimethylfuran","3-Acetyl-2,5-dimethylfuran",,leather@earthy@musty@sweet@cocoa@nutty@corn,sweet
65427,5-Ethyl-2-hydroxy-3-methylcyclopent-2-en-1-one,5-Ethyl-2-hydroxy-3-methylcyclopent-2-en-1-one,,,
61658,Furfuryl isovalerate,Furfuryl isovalerate,,berry@grape@ripe@plum@fruity,sweet
8868,ethyl acetoacetate,ethyl acetoacetate,,apple@fresh@fatty@fruity@green,sweet
121694,"2,5-Dimethyl-4-ethyloxazole","2,5-Dimethyl-4-ethyloxazole",,burnt@roasted,
61261,2-(Methylthio)phenol,2-(Methylthio)phenol,,sulfurous@garlic@onion@egg@meaty,umami
2734646,"2,3-Dimethylbenzofuran","2,3-Dimethylbenzofuran",,tobacco@smoke@smoky@fennel@chemical@phenolic,
8712,2-Methylbenzenethiol,2-Methylbenzenethiol,,rubber@sulfurous@garlic@onion@egg@meaty,umami
26204,"5-Methylhexane-2,3-dione","5-Methylhexane-2,3-dione",,brown@butter@sharp@sweet@creamy@fruity,sweet
12570,2-Propylphenol,2-Propylphenol,,smoky@medicinal@phenolic,
23642,2-Methoxybenzenethiol,2-Methoxybenzenethiol,,spicy@sulfurous@powdery@smoked@sweet@sausage@meaty@phenolic,sweet;umami
146586,Prenylthiol,Prenylthiol,,sulfurous@leek@onion@amine@smoke,
520682,3-Mercapto-3-methyl-1-butanol,3-Mercapto-3-methyl-1-butanol,,roasted@vegetable@sweet@meat broth@spicy,sweet
7509,Benzyl Mercaptan,Benzyl Mercaptan,,mint@sulfurous@garlic@onion@sharp@coffee@horseradish@alliaceous,bitter
61670,5-Methylquinoxaline,5-Methylquinoxaline,,burnt@roasted@toasted@coffee@nutty@corn,bitter
87466,2-Propylpyrazine,2-Propylpyrazine,,nutty@vegetable@green,
735940,623-15-4,623-15-4,,,
61657,2-Methyl-5-(methylthio)furan,2-Methyl-5-(methylthio)furan,,mustard@garlic@onion@sulfury@coffee@horseradish,bitter
2519,caffeine,caffeine,,odorless@bitter,bitter
10341,2(5H)-Furanone,2(5H)-Furanone,,buttery,
526487,3-Mercapto-3-methylbutyl formate,3-Mercapto-3-methylbutyl formate,,roast@roasted@sweaty@herbal@cat@fruity,sweet
61662,S-Methyl 2-furancarbothioate,S-Methyl 2-furancarbothioate,,onion@milky@creamy@fried@cooked,
27440,2-Ethyl-4-Methylthiazole,2-Ethyl-4-Methylthiazole,,nutty@pistachio@green,
61634,13494-07-0,13494-07-0,,caramel@sweet@maple,sweet
20534,2-Butylfuran,2-Butylfuran,,mild@wine@sweet@fruity@spicy,sweet
104722,"1-(3,6-dimethylpyrazin-2-yl)ethanone","1-(3,6-dimethylpyrazin-2-yl)ethanone",,hazelnut@popcorn@roasted,
528698,42348-12-9,42348-12-9,,sweet@maple,sweet
61656,1-(Methylthio)-2-butanone,1-(Methylthio)-2-butanone,,oily@garlic@mushroom@fishy,umami
61660,S-Furfuryl thioacetate,S-Furfuryl thioacetate,,roast@burnt@roasted@sulfury@coffee@nutty,bitter
61633,"3,4-Dimethyl-1,2-cyclopentanedione","3,4-Dimethyl-1,2-cyclopentanedione",,caramel@licorice@sweet@anise@sugar@balsam@maple@fenugreek,sweet
151199,2-(4-Methoxyphenoxy)propanoic acid,2-(4-Methoxyphenoxy)propanoic acid,,bland,
61659,Difurfuryl sulfide,Difurfuryl sulfide,,powerful@sulfury@earthy@coffee@mushroom@meaty,bitter;umami
10887828,2-Methylthioacetaldehyde,2-Methylthioacetaldehyde,,mustard@sulfurous@garlic@onion@vegetable@potato@nutty,
518937,Furfuryl methyl sulfide,Furfuryl methyl sulfide,,garlic@onion@vegetable@sulfury@horseradish@pungent,
519732,5-Ethyl-2-methylthiazole,5-Ethyl-2-methylthiazole,,,
61024,Octyl isobutyrate,Octyl isobutyrate,,waxy@oily@creamy@clean@fruity@soapy@green,sweet
228769,Octyl isovalerate,Octyl isovalerate,,warm@mild@rose@floral@honey,sweet
5363741,gamma-Ionone,gamma-Ionone,,floral@woody,
7304,1-Methyl-1H-pyrrole,1-Methyl-1H-pyrrole,,smoky@powerful@herbal@woody,
12305247,CID 12305247,CID 12305247,,wood,
